fry,class
d60403,OXIDOREDUCTASE
d60404,OXIDOREDUCTASE
d60405,HYDROLASE
d60406,RIBOSOME
d60407,RIBOSOME
d60408,HYDROLASE
d60409,VIRAL PROTEIN/IMMUNE SYSTEM
d60410,APOPTOSIS
d60411,FLUORESCENT PROTEIN
d60412,TOXIN
d60413,TRANSFERASE
d60414,VIRAL PROTEIN
d60415,HYDROLASE
d60416,PROTEIN BINDING
d60417,DNA-BINDING
d60418,VIRAL PROTEIN/IMMUNE SYSTEM
d60419,Hydrolase/Hydrolase Inhibitor
d60420,LIPID BINDING PROTEIN
d60421,MEMBRANE PROTEIN
d60422,TRANSCRIPTION
d60423,OXIDOREDUCTASE
d60424,ALLERGEN
d60425,PROTEIN TRANSPORT
d60426,LYASE
d60427,TRANSFERASE
d60428,UNKNOWN FUNCTION
d60429,STRUCTURAL GENOMICS
d60430,LYASE
d60431,BIOSYNTHETIC PROTEIN
d60432,structural genomics
d60433,STRUCTURAL GENOMICS
d60434,LIGASE
d60435,TRANSLATION
d60436,DNA BINDING PROTEIN
d60437,TRANSFERASE
d60438,hydrolase/hydrolase inhibitor
d60439,OXIDOREDUCTASE
d60440,LYASE
d60441,TRANSPORT PROTEIN
d60442,CALCIUM-BINDING PROTEIN
d60443,GENE REGULATION
d60444,LIGASE
d60445,HYDROLASE
d60446,Lyase
d60447,IMMUNE SYSTEM
d60448,CHAPERONE
d60449,TRANSFERASE/DNA
d60450,MOTOR PROTEIN
d60451,HYDROLASE
d60452,OXIDOREDUCTASE
d60453,TRANSFERASE
d60454,HYDROLASE
d60455,TRANSFERASE/DNA
d60456,OXIDOREDUCTASE
d60457,MOTOR PROTEIN
d60458,TRANSFERASE
d60459,CELL ADHESION
d60460,IMMUNE SYSTEM
d60461,TRANSPORT PROTEIN
d60462,HYDROLASE
d60463,OXIDOREDUCTASE
d60464,HYDROLASE/INHIBITOR
d60465,HYDROLASE
d60466,SUGAR BINDING PROTEIN
d60467,STRUCTURAL GENOMICS
d60468,ISOMERASE
d60469,TRANSCRIPTION
d60470,IMMUNE SYSTEM
d60471,DE NOVO PROTEIN
d60472,TRANSFERASE
d60473,LYASE
d60474,DNA BINDING PROTEIN
d60475,HORMONE/GROWTH FACTOR
d60476,ENDOCYTOSIS
d60477,IMMUNE SYSTEM
d60478,TRANSFERASE
d60479,HYDROLASE/INHIBITOR
d60480,HYDROLASE/PEPTIDE
d60481,TRANSFERASE(PHOSPHOTRANSFERASE)
d60482,CELL CYCLE
d60483,DNA BINDING PROTEIN
d60484,STRUCTURAL PROTEIN
d60485,TRANSCRIPTION
d60486,HYDROLASE
d60487,HYDROLASE
d60488,TRANSFERASE
d60489,HYDROLASE
d60490,HORMONE/GROWTH FACTOR
d60491,TRANSFERASE
d60492,LIGAND BINDING PROTEIN
d60493,IMMUNE SYSTEM
d60494,HYDROLASE/TRANSPORT PROTEIN
d60495,ELECTRON TRANSPORT
d60496,TRANSCRIPTION REGULATOR
d60497,HYDROLASE
d60498,TRANSFERASE
d60499,GENE REGULATION
d60500,TRANSFERASE/TRANSFERASE INHIBITOR
d60501,SUGAR BINDING PROTEIN
d60502,PROTEIN TRANSPORT
d60503,DNA
d60504,HYDROLASE
d60505,HYDROLASE
d60506,DNA BINDING PROTEIN
d60507,OXIDOREDUCTASE
d60508,HYDROLASE
d60509,HYDROLASE
d60510,HYDROLASE
d60511,HYDROLASE
d60512,OXIDOREDUCTASE
d60513,SIGNALING PROTEIN
d60514,APOPTOSIS/peptide
d60515,PROTEIN TRANSPORT
d60516,CELL ADHESION
d60517,LYASE
d60518,TRANSPORT PROTEIN
d60519,STRUCTURAL GENOMICS
d60520,HYDROLASE/HYDROLASE INHIBITOR
d60521,DNA BINDING PROTEIN
d60522,LIGASE
d60523,IMMUNE SYSTEM
d60524,SIGNALING PROTEIN
d60525,TRANSFERASE
d60526,HYDROLASE
d60527,HYDROLASE/HYDROLASE INHIBITOR
d60528,TRANSFERASE/PEPTIDE
d60529,SUGAR BINDING PROTEIN
d60530,HYDROLASE
d60531,TRANSFERASE
d60532,transcription regulator
d60533,DNA BINDING PROTEIN
d60534,HYDROLASE ACTIVATOR
d60535,ISOMERASE
d60536,TRANSFERASE
d60537,TRANSPORT PROTEIN
d60538,TRANSFERASE
d60539,HYDROLASE
d60540,HYDROLASE
d60541,TRANSFERASE
d60542,TRANSFERASE/TRANSFERASE INHIBITOR
d60543,OXIDOREDUCTASE(OXYGEN(A))
d60544,TOXIN
d60545,BIOSYNTHETIC PROTEIN
d60546,OXYGEN STORAGE
d60547,CELL DIVISION
d60548,STRUCTURAL GENOMICS
d60549,PROTEIN FIBRIL
d60550,OXIDOREDUCTASE
d60551,TRANSFERASE
d60552,HYDROLASE
d60553,VIRAL PROTEIN
d60554,OXIDOREDUCTASE
d60555,RIBOSOME
d60556,TRANSFERASE
d60557,HYDROLASE
d60558,HYDROLASE
d60559,CELL ADHESION
d60560,IMMUNE SYSTEM
d60561,TOXIN
d60562,OXIDOREDUCTASE
d60563,LIGASE
d60564,HYDROLASE
d60565,CYTOKINE
d60566,HYDROLASE
d60567,MEMBRANE PROTEIN
d60568,STRUCTURAL PROTEIN
d60569,HYDROLASE
d60570,HYDROLASE
d60571,AMINO ACID TRANSPORT
d60572,ELECTRON TRANSPORT
d60573,VIRAL PROTEIN
d60574,TRANSPORT PROTEIN
d60575,TRANSFERASE/TRANSFERASE INHIBITOR
d60576,TRANSFERASE
d60577,LYASE
d60578,IMMUNOGLOBULIN
d60579,DNA
d60580,TRANSLATION
d60581,TRANSFERASE/TRANSFERASE INHIBITOR
d60582,TRANSFERASE/PEPTIDE
d60583,STRUCTURAL PROTEIN
d60584,METAL TRANSPORT
d60585,ACTIN-BINDING
d60586,TRANSFERASE
d60587,SIGNALING PROTEIN
d60588,OXIDOREDUCTASE
d60589,TRANSPORT PROTEIN
d60590,HALIDE BINDING PROTEIN
d60591,TRANSFERASE
d60592,STRUCTURAL PROTEIN
d60593,HYDROLASE
d60594,HYDROLASE
d60595,ISOMERASE
d60596,SIGNALING PROTEIN
d60597,TRANSFERASE
d60598,TRANSCRIPTION
d60599,LYASE
d60600,OXIDOREDUCTASE
d60601,DNA Binding Protein/DNA
d60602,HYDROLASE/HYDROLASE INHIBITOR
d60603,TRANSFERASE/TRANSFERASE INHIBITOR
d60604,SERINE PROTEASE
d60605,HYDROLASE
d60606,HYDROLASE
d60607,TRANSPORT PROTEIN
d60608,PLANT PROTEIN
d60609,IMMUNE SYSTEM
d60610,HYDROLASE
d60611,HYDROLASE
d60612,SIGNALING PROTEIN
d60613,DNA BINDING PROTEIN/DNA
d60614,TRANSFERASE
d60615,STRUCTURAL PROTEIN
d60616,VIRAL PROTEIN
d60617,HYDROLASE
d60618,HYDROLASE
d60619,OXIDOREDUCTASE
d60620,LIGASE
d60621,TRANSFERASE/DNA
d60622,Ribosome/antibiotic
d60623,IMMUNE SYSTEM
d60624,CYTOKINE
d60625,Transport Protein
d60626,TRANSCRIPTION
d60627,HYDROLASE
d60628,HYDROLASE
d60629,LYASE
d60630,TRANSPORT PROTEIN
d60631,TRANSFERASE
d60632,TRANSFERASE/TRANSFERASE INHIBITOR
d60633,TRANSFERASE
d60634,TRANSFERASE/TRANSFERASE INHIBITOR
d60635,METAL BINDING PROTEIN
d60636,LYASE
d60637,BIOSYNTHETIC PROTEIN
d60638,METAL BINDING PROTEIN
d60639,PHOTORECEPTOR
d60640,DNA BINDING PROTEIN
d60641,TRANSFERASE
d60642,TRANSFERASE
d60643,OXIDOREDUCTASE
d60644,CHAPERONE
d60645,DNA
d60646,METAL BINDING PROTEIN
d60647,PHOSPHOTRANSFERASE
d60648,TRANSFERASE/DNA
d60649,LYASE
d60650,TRANSFERASE
d60651,HYDROLASE
d60652,TRANSFERASE
d60653,ISOMERASE
d60654,RIBOSOME/PROTEIN TRANSPORT
d60655,TRANSFERASE
d60656,ISOMERASE
d60657,TRANSFERASE
d60658,HYDROLASE
d60659,ANTIFREEZE PROTEIN
d60660,ANTIGEN
d60661,IMMUNE SYSTEM
d60662,DNA REPAIR
d60663,OXIDOREDUCTASE
d60664,HYDROLASE
d60665,OXIDOREDUCTASE
d60666,PHOTOSYNTHESIS
d60667,OXIDOREDUCTASE
d60668,RIBOSOME
d60669,ANTIMICROBIAL PROTEIN
d60670,TRANSFERASE/TRANSFERASE INHIBITOR
d60671,STRUCTURAL PROTEIN
d60672,TOXIN
d60673,HYDROLASE
d60674,OXIDOREDUCTASE
d60675,TRANSFERASE
d60676,ELECTRON TRANSPORT (HEME PROTEIN)
d60677,HYDROLASE/HYDROLASE INHIBITOR
d60678,OXIDOREDUCTASE
d60679,SIGNALING PROTEIN
d60680,LIGASE
d60681,HYDROLASE
d60682,TRANSCRIPTION
d60683,HYDROLASE/RNA
d60684,ENDOCYTOSIS
d60685,LYASE
d60686,CELL CYCLE
d60687,TRANSCRIPTION/TOXIN
d60688,TRANSFERASE
d60689,ISOMERASE
d60690,HYDROLASE
d60691,LYASE/LYASE INHIBITOR
d60692,CONTRACTILE PROTEIN
d60693,HYDROLASE
d60694,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d60695,PROTEIN BINDING
d60696,PEPTIDE BINDING PROTEIN/PROTEIN BINDING
d60697,HYDROLASE
d60698,OXIDOREDUCTASE
d60699,DNA
d60700,OXIDOREDUCTASE
d60701,RECEPTOR
d60702,TRANSCRIPTION
d60703,HYDROLASE
d60704,TRANSFERASE/RIBOSOMAL PROTEIN
d60705,HYDROLASE/HYDROLASE INHIBITOR
d60706,Blood Clotting/Hydrolase Inhibitor
d60707,ISOMERASE
d60708,HYDROLASE
d60709,OXIDOREDUCTASE
d60710,HYDROLASE/DNA
d60711,transferase/transferase inhibitor
d60712,PROTEIN BINDING
d60713,Chaperone/chaperone Inhibitor
d60714,HYDROGENASE
d60715,TRANSCRIPTION
d60716,LYASE
d60717,LIPID BINDING PROTEIN
d60718,OXIDOREDUCTASE
d60719,CHAPERONE
d60720,ELECTRON TRANSPORT
d60721,SIGNALING PROTEIN
d60722,IMMUNE SYSTEM
d60723,TRANSCRIPTION
d60724,IMMUNE SYSTEM
d60725,viral protein/RNA
d60726,HYDROLASE
d60727,OXIDOREDUCTASE
d60728,TRANSLATION
d60729,HYDROLASE
d60730,OXIDOREDUCTASE
d60731,TRANSCRIPTION REGULATION
d60732,MEMBRANE PROTEIN
d60733,PROTEIN BINDING
d60734,VIRAL PROTEIN
d60735,GROWTH FACTOR
d60736,NUCLEAR HORMONE RECEPTOR
d60737,RNA BINDING PROTEIN
d60738,HYDROLASE/IMMUNE SYSTEM
d60739,TRANSLATION
d60740,IMMUNE SYSTEM
d60741,ISOMERASE
d60742,HYDROLASE
d60743,HYDROLASE
d60744,VIRAL PROTEIN
d60745,ELECTRON TRANSPORT
d60746,TRANSCRIPTION REGULATOR
d60747,HYDROLASE
d60748,HYDROLASE
d60749,ISOMERASE
d60750,SIGNALING PROTEIN
d60751,OXIDOREDUCTASE(H2O2(A))
d60752,UNKNOWN FUNCTION
d60753,TRANSFERASE
d60754,TRANSFERASE
d60755,TRANSFERASE
d60756,ELECTRON TRANSPORT
d60757,HYDROLASE/INHIBITOR
d60758,OXIDOREDUCTASE
d60759,FLUORESCENT PROTEIN
d60760,HORMONE/GROWTH FACTOR
d60761,OXIDOREDUCTASE
d60762,TRANSFERASE
d60763,PROTEIN TRANSPORT
d60764,HYDROLASE
d60765,HYDROLASE
d60766,TRANSFERASE
d60767,HYDROLASE
d60768,ELECTRON TRANSFER (IRON-SULFUR PROTEIN)
d60769,TRANSFERASE
d60770,CELL CYCLE
d60771,LIPID BINDING PROTEIN
d60772,TRANSFERASE
d60773,CYTOKINE
d60774,TOXIN
d60775,RNA
d60776,TRANSCRIPTION
d60777,TRANSFERASE
d60778,TRANSPORT PROTEIN
d60779,ANTITOXIN
d60780,HYDROLASE
d60781,OXIDOREDUCTASE
d60782,OXIDOREDUCTASE
d60783,OXIDOREDUCTASE
d60784,OXIDOREDUCTASE
d60785,VIRAL PROTEIN
d60786,BINDING PROTEIN(FATTY ACID)
d60787,TRANSCRIPTION
d60788,TRANSPORT PROTEIN
d60789,FLUORESCENT PROTEIN
d60790,HYDROLASE INHIBITOR
d60791,OXIDOREDUCTASE
d60792,transferase
d60793,HYDROLASE
d60794,TRANSPORT PROTEIN
d60795,HYDROLASE
d60796,TRANSFERASE
d60797,LYASE
d60798,DNA BINDING PROTEIN/DNA
d60799,HYDROLASE(NUCLEIC ACID
d60800,OXYGEN STORAGE/TRANSPORT
d60801,HYDROLASE
d60802,HYDROLASE
d60803,HYDROLASE
d60804,OXIDOREDUCTASE
d60805,HYDROLASE
d60806,DNA
d60807,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d60808,TRANSFERASE
d60809,TRANSFERASE
d60810,DE NOVO PROTEIN
d60811,PROTEIN TRANSPORT/INHIBITOR
d60812,TRANSPORT PROTEIN
d60813,LIGASE
d60814,IMMUNE SYSTEM
d60815,MEMBRANE PROTEIN
d60816,transcription/antibiotic
d60817,OXIDOREDUCTASE
d60818,HYDROLASE
d60819,METAL TRANSPORT
d60820,TRANSFERASE
d60821,PROTEIN BINDING
d60822,DNA
d60823,ISOMERASE
d60824,OXIDOREDUCTASE
d60825,PEPTIDE BINDING PROTEIN
d60826,ANTIBIOTIC
d60827,TRANSCRIPTION/DNA
d60828,HYDROLASE/HYDROLASE INHIBITOR
d60829,RIBOSOME/ANTIBIOTIC
d60830,CHAPERONE
d60831,TRANSFERASE/PROTEIN BINDING
d60832,HYDROLASE/HYDROLASE INHIBITOR
d60833,DNA
d60834,structural genomics
d60835,HYDROLASE
d60836,IMMUNE SYSTEM
d60837,RIBOSOME
d60838,HYDROLASE(ENDORIBONUCLEASE)
d60839,OXIDOREDUCTASE
d60840,RHINOVIRUS COAT PROTEIN
d60841,OXIDASE
d60842,OXIDOREDUCTASE
d60843,VIRAL PROTEIN
d60844,SIGNALING PROTEIN
d60845,TRANSFERASE
d60846,HYDROLASE/HYDROLASE INHIBITOR
d60847,HYDROLASE
d60848,DNA BINDING PROTEIN
d60849,CELL ADHESION
d60850,TRANSCRIPTION
d60851,HYDROLASE
d60852,CONTRACTILE PROTEIN
d60853,LYASE
d60854,SUGAR BINDING PROTEIN
d60855,LYASE
d60856,TOXIN
d60857,TRANSFERASE
d60858,OXYGEN STORAGE/TRANSPORT
d60859,Transferase/transferase inhibitor
d60860,SIGNALING PROTEIN
d60861,Transferase/RNA
d60862,TRANSFERASE/SIGNALING PROTEIN
d60863,OXIDOREDUCTASE
d60864,STRUCTURAL GENOMICS
d60865,METAL BINDING PROTEIN
d60866,RNA BINDING PROTEIN
d60867,TRANSFERASE/DNA
d60868,STRUCTURAL GENOMICS
d60869,transcription repression
d60870,LIGASE/LIGASE INHIBITOR
d60871,OXIDOREDUCTASE
d60872,Hormone
d60873,HYDROLASE/HYDROLASE INHIBITOR
d60874,HYDROLASE/HYDROLASE INHIBITOR
d60875,RNA
d60876,PEROXIDASE
d60877,APOPTOSIS
d60878,VIRAL PROTEIN
d60879,OXIDOREDUCTASE
d60880,CELL CYCLE
d60881,OXIDOREDUCTASE
d60882,TRANSCRIPTION
d60883,DNA BINDING PROTEIN
d60884,TRANSFERASE
d60885,OXIDOREDUCTASE
d60886,IMMUNE SYSTEM
d60887,HYDROLASE/HYDROLASE INHIBITOR
d60888,LYASE
d60889,MEMBRANE PROTEIN
d60890,LIPID BINDING PROTEIN
d60891,APOPTOSIS
d60892,PROTON TRANSPORT
d60893,TRANSFERASE/TRANSFERASE INHIBITOR
d60894,CHAPERONE
d60895,HYDROLASE
d60896,ACETYLCHOLINE BINDING PROTEIN
d60897,FLUORESCENT PROTEIN
d60898,DNA
d60899,Transferase/transferase inhibitor
d60900,LYASE
d60901,HYDROLASE/DNA
d60902,TRANSFERASE
d60903,TRANSFERASE/TRANSFERASE INHIBITOR
d60904,OXIDOREDUCTASE
d60905,OXIDOREDUCTASE
d60906,ISOMERASE/ISOMERASE INHIBITOR
d60907,VIRUS
d60908,IMMUNE SYSTEM
d60909,PROTEIN BINDING
d60910,HYDROLASE
d60911,FLUORESCENT PROTEIN
d60912,de novo protein
d60913,TRANSFERASE
d60914,TRANSCRIPTION
d60915,HYDROLASE
d60916,HYDROLASE
d60917,TRANSFERASE
d60918,TRANSFERASE
d60919,HORMONE
d60920,TRANSFERASE
d60921,DNA BINDING PROTEIN/DNA
d60922,DNA BINDING PROTEIN
d60923,REPLICATION
d60924,OXIDOREDUCTASE
d60925,SERINE PROTEASE INHIBITOR
d60926,HYDROLASE
d60927,TRANSFERASE/PEPTIDE
d60928,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d60929,TRANSFERASE
d60930,HYDROLASE
d60931,HYDROLASE
d60932,VIRAL PROTEIN
d60933,ANTIFREEZE PROTEIN
d60934,RNA BINDING PROTEIN
d60935,RECEPTOR
d60936,IMMUNOGLOBULIN
d60937,PRESYNAPTIC NEUROTOXIN
d60938,TRANSFERASE
d60939,RNA BINDING PROTEIN/RNA
d60940,HYDROLASE
d60941,HYDROLASE
d60942,hydrolase/hydrolase inhibitor
d60943,RIBOSOME
d60944,TRANSFERASE
d60945,UNKNOWN FUNCTION
d60946,HYDROLASE/HYDROLASE INHIBITOR
d60947,GENE REGULATION
d60948,Hydrolase/Hydrolase Inhibitor
d60949,SIGNALING PROTEIN
d60950,METHYLTRANSFERASE
d60951,SIGNALING PROTEIN
d60952,LYASE
d60953,TRANSFERASE
d60954,TRANSPORT PROTEIN
d60955,HYDROLASE
d60956,ISOMERASE
d60957,VIRAL PROTEIN
d60958,PROTEIN TRANSPORT
d60959,DNA
d60960,OXIDOREDUCTASE
d60961,UNKNOWN FUNCTION
d60962,PROTEIN TRANSPORT
d60963,TRANSFERASE
d60964,HYDROLASE/HYDROLASE INHIBITOR
d60965,OXIDOREDUCTASE
d60966,TRANSLATION
d60967,HYDROLASE
d60968,HYDROLASE
d60969,OXIDOREDUCTASE
d60970,TRANSFERASE/TRANSFERASE INHIBITOR
d60971,LIGASE
d60972,HYDROLASE
d60973,METHYLTRANSFERASE
d60974,TRANSPORT PROTEIN
d60975,TRANSFERASE/TRANSFERASE INHIBITOR
d60976,LYASE (OXO-ACID)
d60977,RIBOSOME
d60978,DNA BINDING PROTEIN
d60979,PROTEIN BINDING
d60980,PHOTOSYNTHESIS
d60981,MEMBRANE PROTEIN
d60982,RNA
d60983,BIOSYNTHETIC PROTEIN
d60984,HYDROLASE
d60985,TRANSFERASE
d60986,TRANSFERASE
d60987,FLUORESCENT PROTEIN
d60988,IMMUNE SYSTEM
d60989,HYDROLASE(PHOSPHORIC DIESTER)
d60990,OXYGEN TRANSPORT
d60991,UNKNOWN FUNCTION
d60992,IMMUNE SYSTEM
d60993,oxidoreductase/oxidoreductase inhibitor
d60994,TOXIN
d60995,LYASE
d60996,TRANSFERASE/DNA
d60997,DNA
d60998,LYASE
d60999,ISOMERASE
d61000,HYDROLASE
d61001,Hydrolase/DNA/RNA
d61002,HYDROLASE
d61003,SUGAR BINDING PROTEIN
d61004,OXIDOREDUCTASE
d61005,STRUCTURAL PROTEIN/HYDROLASE
d61006,HYDROLASE/HYDROLASE INHIBITOR
d61007,TRANSFERASE
d61008,TRANSCRIPTION
d61009,TRANSLATION
d61010,LYASE
d61011,Ligase/Ligase inhibitor
d61012,UNKNOWN FUNCTION
d61013,IMMUNE SYSTEM
d61014,TRANSFERASE (ACYLTRANSFERASE)
d61015,TRANSCRIPTION REGULATION COMPLEX
d61016,TRANSFERASE
d61017,HYDROLASE/HYDROLASE INHIBITOR
d61018,RNA BINDING PROTEIN
d61019,IMMUNE SYSTEM
d61020,IMMUNE SYSTEM
d61021,STRUCTURAL PROTEIN
d61022,GLYCOSYLTRANSFERASE
d61023,OXIDOREDUCTASE
d61024,HORMONE
d61025,OXIDOREDUCTASE
d61026,METAL BINDING PROTEIN
d61027,DNA BINDING PROTEIN
d61028,HYDROLASE
d61029,VIRAL PROTEIN
d61030,RIBOSOMAL PROTEIN
d61031,HYDROLASE
d61032,UBIQUITIN-BINDING PROTEIN
d61033,PLANT PROTEIN
d61034,HYDROLASE/RNA/DNA
d61035,TRANSFERASE
d61036,TRANSFERASE
d61037,HYDROLASE
d61038,TRANSFERASE/TRANSFERASE INHIBITOR
d61039,HYDROLASE
d61040,HISTOCOMPATIBILITY COMPLEX
d61041,Transferase/Transferase Inhibitor
d61042,HYDROLASE
d61043,CELL CYCLE
d61044,VIRAL PROTEIN
d61045,TEXTURE OF CONNECTIVE TISSUE
d61046,OXIDOREDUCTASE
d61047,TRANSFERASE
d61048,TRANSPORT PROTEIN
d61049,RIBOSOME
d61050,VIRUS
d61051,TRANSCRIPTION
d61052,HYDROLASE
d61053,TRANSCRIPTION
d61054,SIGNALING PROTEIN
d61055,TRANSFERASE
d61056,HYDROLASE
d61057,HYDROLASE
d61058,HYDROLASE
d61059,DNA BINDING PROTEIN
d61060,OXIDOREDUCTASE
d61061,SIGNALING PROTEIN/RNA
d61062,DNA
d61063,HYDROLASE(O-GLYCOSYL)
d61064,TRANSFERASE
d61065,OXIDOREDUCTASE
d61066,HYDROLASE
d61067,HYDROLASE
d61068,RNA BINDING PROTEIN
d61069,LYASE
d61070,ANTIFREEZE PROTEIN
d61071,TRANSFERASE
d61072,APOPTOSIS
d61073,TRANSCRIPTION/TRANSCRIPTION inhibitor
d61074,HYDROLASE
d61075,HORMONE
d61076,LYASE
d61077,DNA BINDING PROTEIN/DNA
d61078,STRUCTURAL GENOMICS
d61079,TRANSCRIPTION
d61080,SIGNALING PROTEIN
d61081,TRANSFERASE
d61082,TRANSFERASE
d61083,HYDROLASE/HYDROLASE INHIBITOR
d61084,TRANSPORT PROTEIN
d61085,IMMUNE SYSTEM
d61086,STRUCTURAL PROTEIN
d61087,PROTEIN BINDING
d61088,IMMUNE SYSTEM
d61089,IMMUNE SYSTEM
d61090,COMPLEX (ONCOGENE PROTEIN/PEPTIDE)
d61091,EYE-LENS PROTEIN
d61092,OXIDOREDUCTASE
d61093,TRANSFERASE
d61094,COUPLING PROTEIN
d61095,HYDROLASE(O-GLYCOSYL)
d61096,TRANSPORT PROTEIN
d61097,PROTEIN BINDING
d61098,HYDROLASE
d61099,STRUCTURAL PROTEIN
d61100,TRANSFERASE
d61101,OXIDOREDUCTASE
d61102,TRANSFERASE
d61103,CELL INVASION/CELL ADHESION
d61104,IMMUNE SYSTEM
d61105,TRANSFERASE
d61106,HYDROLASE
d61107,HYDROLASE
d61108,TRANSFERASE
d61109,HYDROLASE
d61110,OXIDOREDUCTASE
d61111,HYDROLASE
d61112,LIPID BINDING PROTEIN
d61113,HYDROLASE (O-GLYCOSYL)
d61114,IMMUNE SYSTEM
d61115,PROTEIN BINDING
d61116,OXIDOREDUCTASE
d61117,SIGNALING PROTEIN
d61118,IMMUNE SYSTEM
d61119,HYDROLASE
d61120,OXIDOREDUCTASE
d61121,HYDROLASE
d61122,VIRAL PROTEIN
d61123,ISOMERASE
d61124,METAL BINDING PROTEIN
d61125,PROTEIN TRANSPORT
d61126,DNA
d61127,LIGASE
d61128,OXIDOREDUCTASE
d61129,HYDROLASE
d61130,TRANSFERASE
d61131,HYDROLASE
d61132,TRANSFERASE
d61133,Transferase/DNA
d61134,TRANSFERASE
d61135,COMPLEX (ANTIBODY/PEPTIDE)
d61136,OXIDOREDUCTASE
d61137,OXIDOREDUCTASE(NADP)
d61138,DNA/ANTIBIOTIC
d61139,HYDROLASE/DNA
d61140,LECTIN
d61141,LYASE (OXO-ACID)
d61142,TRANSFERASE
d61143,CELL CYCLE
d61144,OXIDOREDUCTASE
d61145,DNA
d61146,OXIDOREDUCTASE
d61147,AMINOPEPTIDASE
d61148,HYDROLASE
d61149,HYDROLASE/RECEPTOR
d61150,OXIDOREDUCTASE/OXIDOREDUCTASE INHIBITOR
d61151,RIBOSOME
d61152,RIBOSOME
d61153,IMMUNE SYSTEM
d61154,HORMONE RECEPTOR
d61155,TRANSPORT PROTEIN
d61156,RECEPTOR/IMMUNE SYSTEM
d61157,LYASE
d61158,STRUCTURAL PROTEIN
d61159,LYASE(OXO-ACID)
d61160,RIBOSOME
d61161,TRANSFERASE
d61162,RIBOSOME
d61163,TRANSFERASE
d61164,TRANSCRIPTION
d61165,STRUCTURAL GENOMICS
d61166,CELL CYCLE
d61167,TRANSFERASE
d61168,ELECTRON TRANSPORT
d61169,PEPTIDE BINDING PROTEIN
d61170,BIOSYNTHETIC PROTEIN
d61171,HYDROLASE/ANTIBIOTIC
d61172,Structural genomics
d61173,TRANSFERASE
d61174,TOXIN
d61175,TRANSFERASE
d61176,CHAPERONE
d61177,RNA BINDING PROTEIN
d61178,IMMUNE SYSTEM
d61179,TRANSFERASE
d61180,TRANSCRIPTION
d61181,VIRAL PROTEIN
d61182,HYDROLASE
d61183,LYASE
d61184,ELECTRON TRANSPORT
d61185,OXIDOREDUCTASE
d61186,Hydrolase/Hydrolase Inhibitor
d61187,SIGNALING PROTEIN
d61188,HORMONE RECEPTOR
d61189,OXYGEN TRANSPORT
d61190,MEMBRANE PROTEIN
d61191,DNA RECOMBINATION
d61192,TRANSCRIPTION
d61193,STRUCTURAL GENOMICS
d61194,TRANSFERASE
d61195,MEMBRANE PROTEIN
d61196,DNA
d61197,CYTOKINE
d61198,RIBOSOME
d61199,DNA BINDING PROTEIN
d61200,ELECTRON TRANSPORT
d61201,HYDROLASE/DNA
d61202,TRANSFERASE
d61203,TRANSFERASE
d61204,Ribosome/Ribosome inhibitor
d61205,SIGNALING PROTEIN
d61206,CYTOKINE
d61207,FLUORESCENT PROTEIN
d61208,VIRAL PROTEIN
d61209,TRANSFERASE
d61210,DNA BINDING PROTEIN
d61211,HYDROLASE
d61212,TRANSFERASE/DNA
d61213,TRANSFERASE
d61214,TRANSFERASE
d61215,ISOMERASE
d61216,LYASE
d61217,HYDROLASE
d61218,LYASE
d61219,Transferase
d61220,replication
d61221,HYDROLASE (NUCLEIC ACID
d61222,TRANSFERASE/TRANSFERASE INHIBITOR
d61223,LYASE
d61224,RIBOSOMAL PROTEIN
d61225,hydrolase/hydrolase inhibitor
d61226,TRANSFERASE
d61227,OXIDOREDUCTASE
d61228,CELL ADHESION
d61229,HYDROLASE
d61230,LYASE
d61231,BLOOD COAGULATION
d61232,RIBOSOME
d61233,HYDROLASE
d61234,TRANSFERASE
d61235,TRANSPORT PROTEIN
d61236,TRANSFERASE
d61237,TRANSFERASE
d61238,IMMUNE SYSTEM
d61239,Transferase/Transferase Inhibitor
d61240,SIGNALING PROTEIN
d61241,IMMUNOGLOBULIN
d61242,ELECTRON TRANSPORT
d61243,HYDROLASE
d61244,TRANSFERASE
d61245,HYDROLASE
d61246,ELECTRON TRANSPORT
d61247,CYTOKINE
d61248,HYDROLASE
d61249,LIGASE
d61250,HYDROLASE
d61251,Structural protein
d61252,UNKNOWN FUNCTION
d61253,HYDROLASE(ACID PROTEASE)
d61254,HYDROLASE
d61255,TRANSFERASE
d61256,SIGNALING PROTEIN
d61257,TRANSFERASE
d61258,TRANSCRIPTION REPRESSOR
d61259,TRANSFERASE
d61260,TRANSCRIPTION/DNA
d61261,OXIDOREDUCTASE
d61262,STRUCTURAL PROTEIN
d61263,HORMONE/GROWTH FACTOR RECEPTOR
d61264,TRANSFERASE/DNA
d61265,OXIDOREDUCTASE
d61266,ELECTRON TRANSPORT
d61267,HYDROLASE
d61268,Hydrolase
d61269,PROTEIN BINDING/METAL BINDING PROTEIN
d61270,STRUCTURAL PROTEIN
d61271,SIGNALING PROTEIN
d61272,OXYGEN TRANSPORT
d61273,SUGAR BINDING PROTEIN
d61274,MEMBRANE PROTEIN
