structureId,experimentalTechnique,macromoleculeType,residueCount,resolution,structureMolecularWeight,crystallizationMethod,crystallizationTempK,densityMatthews,densityPercentSol,pdbxDetails,phValue,publicationYear,
TRANSFERASE,1ZMU,X-RAY DIFFRACTION,Protein,654,2.9,75294.86,"VAPOR DIFFUSION, HANGING DROP",293,2.76,55.3,"PEG 3350, Ammonium Sulphate, BIS-TRIS, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K",6.5,2006,
3ICG,X-RAY DIFFRACTION,,2060,2.1,225785.3,"VAPOR DIFFUSION, HANGING DROP",277,2.24,45.13,"Protein solution (8.8 mg/ml Protein, 0.05 M NaCl, 0.005 M HEPES pH 7.0) mixed in a 1:1 ratio with the well solution (27% PEG 3350, 0.1 M Bis-Tris pH 5.5). Cryoprotected with 29% PEG 3350, 5% Ethylene glycol, 0.1 M Bis-Tris pH 5.5, VAPOR DIFFUSION, HANGING DROP, temperature 277K",4.5,,
3IUP,X-RAY DIFFRACTION,Protein,758,1.7,83600.74,"VAPOR DIFFUSION, SITTING DROP",277,2.34,47.36,"0.2000M (NH4)2HPO4, 20.0000% PEG-3350, No Buffer pH 7.9, NANODROP, VAPOR DIFFUSION, SITTING DROP, temperature 277K",7.9,,
4FLM,X-RAY DIFFRACTION,Protein,598,2.41,68271.45,"VAPOR DIFFUSION, HANGING DROP",290,2.01,38.75,"0.17 M ammonium acetate, 0.085 M sodium acetate trihydrate, pH 4.6, 25.5% PEG4000, 15% glycerol, VAPOR DIFFUSION, HANGING DROP, temperature 290K",4.6,2012,
2X0V,X-RAY DIFFRACTION,Protein,438,1.8,49544.72,,,2.5,51,"SITTING DROP VAPOR DIFFUSION AT 21 DEGREE C. PROTEIN SOLUTION: 6 MG/ML PROTEIN IN 25 MM SODIUM PHOSPHATE PH 7.2, 150 MM KCL, 5 MM DTT. RESERVOIR BUFFER: 100 MM HEPES PH 7.2, 19 % PEG 4000, 5 MM DTT. SOAKING BUFFER: SATURATED SOLUTION OF SMALL MOLECULE LIGAND IN 100 MM HEPES PH 7.2, 10 MM SODIUM PHOSPHATE PH 7.2, 19 % PEG 4000, 20 % GLYCEROL, 150 MM KCL.",7.2,2010,
5MME,X-RAY DIFFRACTION,Protein,238,1.35,29189.47,"VAPOR DIFFUSION, HANGING DROP",277,2.06,40.37,"0.1 M Cacodylate, pH6.5, 0.2 M Calcium acetate, 18% PEG8000",,,
3VP1,X-RAY DIFFRACTION,Protein,315,2.3,35552.55,"VAPOR DIFFUSION, HANGING DROP",293,,,"1.6M Lithium sulfate, 100mM Bis-tris-propane pH 7.0, 10mM L-glutamate, VAPOR DIFFUSION, HANGING DROP, temperature 293K",7,2012,
1WSW,X-RAY DIFFRACTION,Protein,148,1.69,16281.71,"VAPOR DIFFUSION, SITTING DROP",298,3.18,61.28,"Ammonium Sulphate, pH 7.0, VAPOR DIFFUSION, SITTING DROP, temperature 298K",7,2009,
4W9I,X-RAY DIFFRACTION,Protein,1452,2.4,168839.27,"VAPOR DIFFUSION, HANGING DROP",291,2.38,48.31,"PEG 3350, MgOAc, Sodium cacodylate, DTT",6.3,2014,
1PU0,X-RAY DIFFRACTION,Protein,1530,1.7,159853.34,"VAPOR DIFFUSION, HANGING DROP",298,3.28,67.96,"ammonium sulphate, sodium chloride, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7.5,2003,
2H3V,SOLUTION NMR,Protein,131,,15481.18,,,,,,,2006,
5OOL,ELECTRON MICROSCOPY,Protein#RNA,12785,3.06,1797380.75,,,,,,,2017,
2V2X,X-RAY DIFFRACTION,Protein,770,1.6,89591.55,,,2.14,51.2,pH 6.5,6.5,2004,
2P0F,X-RAY DIFFRACTION,Protein,129,1.91,14520.37,"VAPOR DIFFUSION, HANGING DROP",298,2.12,42.11,"20% PEG4000, 100mM HEPES, 5% glycerol, 5mM DTT, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 298K",7,2007,
1C1W,X-RAY DIFFRACTION,Protein,306,1.9,35953.88,,,2.58,52.38,"THROMBIN WAS PURCHASED FROM HAEMATOLOGIC TECHNOLOGIES, INC. AND ACETYL-HIRUDIN  FROM BACHEM. THROMBIN WAS PREPARED AS DESCRIBED (SKRZPCZAK-JANKUN ET AL., 1991)  .THROMBIN (1.0 MG/ML IN 50 MM HEPES, 50 % GLYCEROL, PH 7.0) WAS INCUBATED  WITH 1.0 MM ACETYL-HIRUDIN, 1.0 MM BABIM, 1.0 MM ZN+2 FOR 1 HR AT 4 DEG C.  GLYCEROL WAS REMOVED AND THE COMPLEX CONCENTRATED WITH A CENTRICON 10 (AMICON)  TO 8.6 MG/ML AS DETERMINED BY THE BIORAD PROTEIN ASSAY KIT USING BOVINE SERUM  ALBUMIN. CRYSTALS OF THROMBIN-ACETYL-HIRUDIN-BABIM-ZN+2 WERE GROWN IN HANGING  DROPS BY VAPOR DIFFUSION AFTER STREAK SEEDING. THE DROPS WERE MADE FROM 5  MICROLITERS OF COMPLEX AND 5 MICROLITERS OF RESERVOIR SOLUTION (0.10 M TRIS,  0.50 M NACL, 22 % (BY VOLUME) PEG 4K, PH 7.00). A CO-CRYSTAL WAS SOAKED IN 30 %  PEG 4K,0.50 M NACL, 0.10 M TRIS, 0.4 MM ZN+2, PH 9.00, SATURATED IN KETO-  BABIM AND CONTAINING 2 % DMSO.",9,1998,
5UHR,X-RAY DIFFRACTION,Protein,56,1.8,7411.46,"VAPOR DIFFUSION, HANGING DROP",296.15,1.93,36.15,"0.1 M Sodium citrate at pH 4.9, 20% (v/v) isopropanol, 18% PEG 4000",,2017,
5J89,X-RAY DIFFRACTION,Protein,576,2.2,67838.12,"VAPOR DIFFUSION, SITTING DROP",293,2.1,41.41,"0.01M Tris pH=8.5, 0.3M sodium chloride, 27% (w/v) PEG 4000",8,2016,
2ENE,SOLUTION NMR,Protein,46,,4968.76,,,,,,,,
5DQJ,X-RAY DIFFRACTION,Protein,880,2.61,95868.76,"VAPOR DIFFUSION, SITTING DROP",289.15,2.64,53.36,5% (w/v) glycerol and 15% (w/v) PEG 6000,7,2015,
5O0Z,X-RAY DIFFRACTION,Protein,24,1.28,3297.09,"VAPOR DIFFUSION, SITTING DROP",293.15,3.05,59.62,20 mM CaCl2 and 37.5% v/v MPD,7.5,2017,
5TT4,X-RAY DIFFRACTION,Protein,746,2.5,78860.95,"VAPOR DIFFUSION, SITTING DROP",293,2.26,45.58,"0.18 M sodium citrate, 26% PEG3350",,,
3WY0,X-RAY DIFFRACTION,Protein,834,2,92295.84,"VAPOR DIFFUSION, SITTING DROP",293,2.71,54.63,"100mM PIPES-NaOH, 6% PEG 4000, 250mM LiCl, 2mM CoA-SH, pH 6.5, VAPOR DIFFUSION, SITTING DROP, temperature 293K",6.5,2015,
3AW5,X-RAY DIFFRACTION,Protein,448,2,50049.16,sitting drop,293,3.32,62.91,"PEG4000, ammonium acetate, tri-sodium citrate dihydrate, pH 5.6, sitting drop, temperature 293K",5.6,2011,
3OWG,X-RAY DIFFRACTION,Protein,970,2.86,112806.01,"VAPOR DIFFUSION, SITTING DROP",277,2.8,56.03,"12-16%PEG 3350,200mM Na-citate, 5% glycero, 1mM DTT, pH ~9, VAPOR DIFFUSION, SITTING DROP, temperature 277K",,2013,
4RRZ,X-RAY DIFFRACTION,Protein,2348,2.57,274237.31,"VAPOR DIFFUSION, HANGING DROP",291,2.74,55.08,"50 mM EPPS pH 8.0, 20~25% PEG MME 550, 80~120 mM MgCl2, VAPOR DIFFUSION, HANGING DROP, temperature 291K",8,2015,
5GSL,X-RAY DIFFRACTION,Protein,1556,2.6,182851.3,"VAPOR DIFFUSION, SITTING DROP",293,2.48,50.37,"100mM Tris-HCl pH8.5, 20% (w/v) PEG 1000",,,
5A66,X-RAY DIFFRACTION,Protein,424,2.05,49707.79,,,3.47,64.56,"2.5 M NACL, 0.1 M SODIUM CITRATE PH 5.0",5,2015,
3M10,X-RAY DIFFRACTION,Protein,714,1.73,80691.64,"VAPOR DIFFUSION, HANGING DROP",298,2.23,44.78,"20 mg/mL protein, 26% PEG5000 MME, 0.1M MES, 0.1M (NH4)2SO4.  Small crystals were used for macroseeding identical conditions, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",6.5,2011,
1X9M,X-RAY DIFFRACTION,Protein#DNA,854,2.1,105706.24,VAPOR DIFFUSION,295,2.73,60,"PEG 8000, ammonium sulfate, magnesium chloride, pH 7.5, VAPOR DIFFUSION, temperature 295K",7.5,2004,
3A9H,X-RAY DIFFRACTION,Protein,354,2.5,39426.48,sitting drop,293,4.73,73.97,"ammonium sulfate, pH 6.6, sitting drop, temperature 293K",6.6,2010,
1MJP,X-RAY DIFFRACTION,Protein#DNA,227,3.4,29832.04,,,2.82,56,"PROTEIN (10MG/ML) + DNA (4MG/ML) WAS CRYSTALLISED FROM 40% MPD, 100MM SODIUM CACODYLATE BUFFER, PH 7.0.",7,2000,
5HPJ,X-RAY DIFFRACTION,Protein,217,1.5,24322.79,"VAPOR DIFFUSION, SITTING DROP",291,2.08,40.85,"HEPES, PEG 4000",7.5,2016,
5I9W,X-RAY DIFFRACTION,Protein,306,1.36,35093.17,"VAPOR DIFFUSION, SITTING DROP",291,1.96,37.16,"30 % MPD_P1k_P3350, 0.1 M AminoAcidsMix, 0.1 M HEPES pH 7.0",,2016,
2G3K,X-RAY DIFFRACTION,Protein,658,3.05,76667.03,"VAPOR DIFFUSION, HANGING DROP",293,3.84,67.98,"1 M AS  100 mM sodium acetate  , pH 4.6, VAPOR DIFFUSION, HANGING DROP, temperature 293K",4.6,2006,
4AOD,ELECTRON MICROSCOPY,Protein,1025,6,1408826.62,,,,,,,2012,
3F7D,X-RAY DIFFRACTION,Protein,258,2.2,30258.11,"VAPOR DIFFUSION, HANGING DROP",298,2.21,44.34,"0.1 M sodium cacodylate, 20% PEG 3350, 0.2 M sodium acetate, 2 mM TCEP, 10% xylitol, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 298K",6.5,2009,
5WBE,X-RAY DIFFRACTION,Protein,1200,2.75,144402.55,"VAPOR DIFFUSION, HANGING DROP",278,3.57,65.57,"0.5-0.9 M LiCl, 0.7 M sodium citrate pH 6.5, 1 mM sodium azide and 0.3 %(w/v) beta-OG",6.5,2017,
1VP2,X-RAY DIFFRACTION,Protein,416,1.78,48053.33,"VAPOR DIFFUSION,SITTING DROP,NANODROP",277,2.53,51,"1.6M (NH4)2SO4, 0.1M NaCl, 0.1M HEPES pH 7.5, VAPOR DIFFUSION,SITTING DROP,NANODROP, temperature 277K",,,
2OHH,X-RAY DIFFRACTION,Protein,1616,1.7,183390.53,"VAPOR DIFFUSION, HANGING DROP",283,2.14,42.47,"0.001M DDT, 0.2M ammonium sulfate, 0.1M MES/KOH, 30% PEG MME 5000, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 283K",6.5,2007,
4CB6,X-RAY DIFFRACTION,Protein,334,1.9,40158.44,,,2.09,41.2,"0.2 M AMMONIUM IODIDE, PH 6.3, 20% PEG 3350",6.3,2013,
5C5P,X-RAY DIFFRACTION,Protein,480,1.75,55697.25,"VAPOR DIFFUSION, SITTING DROP",298,2.44,49.69,"30-40% PEG 3350, 5% SATURATED AMMONIUM SULFATE, 0.1M TRIS PH 8.5",8.5,2015,
4JQE,X-RAY DIFFRACTION,Protein,374,1.77,45439.96,"VAPOR DIFFUSION, HANGING DROP",287,2.21,44.39,"2mM AMPPNP, 200mM magnesium chloride, 25% w/v polyethylene glycol 4000, 100mM sodium cacodylate, pH6.5, VAPOR DIFFUSION, HANGING DROP, temperature 287K",6.5,2014,
3OJ5,X-RAY DIFFRACTION,Protein,4536,2.85,514486.72,"VAPOR DIFFUSION, HANGING DROP",277,2.98,58.68,"14% (w/v) PEG 3350, 5% (w/v) Tacsimate, 100 mM glycine, pH 6.4, VAPOR DIFFUSION, HANGING DROP, temperature 277K",6.4,,
2A09,X-RAY DIFFRACTION,,361,2.45,42014.29,"VAPOR DIFFUSION, HANGING DROP",298,2.8,56.7,"25mM Tris HCl, 50mM NaCl, 19% ethanol, pH 7.8, VAPOR DIFFUSION, HANGING DROP, temperature 298.0K",7.8,,
2EQH,SOLUTION NMR,Protein,23,,2496.82,,,,,,,2009,
3B24,X-RAY DIFFRACTION,Protein,458,1.7,51940.7,"VAPOR DIFFUSION, HANGING DROP",277,2.7,54.4,"27%(w/v) PEG 3350, 0.3M MgCl2, 0.1M Tris-Cl, pH 8.0, vapor diffusion, hanging drop, temperature 277K",8,2011,
4TQC,X-RAY DIFFRACTION,Protein,382,1.8,45967.47,"VAPOR DIFFUSION, SITTING DROP",290,2.15,42.73,"PEG 4000 12-20%, 100mM MES pH 8.5, 10% IPN",8.5,2014,
3UST,X-RAY DIFFRACTION,Protein,267,2.1,33390.88,"VAPOR DIFFUSION, HANGING DROP",293,2.2,44.18,"PEG 3350, Proline, 1,6-hexanediol, HEPES, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K",7.5,2012,
5IHU,X-RAY DIFFRACTION,Protein,489,2.06,51140.48,"VAPOR DIFFUSION, SITTING DROP",293,2.4,48.74,5% PEG 3000 30% PEG 400 10% glycerol 0.1M HEPES,7.5,2016,
4Z5P,X-RAY DIFFRACTION,Protein,800,1.9,90151.52,"VAPOR DIFFUSION, SITTING DROP",298,2.2,44.02,"0.2 M ammonium acetate, 0.1 M Bis-Tris, pH 6.77, 25% PEG3350, VAPOR DIFFUSION, SITTING DROP",6.77,,
2ELM,SOLUTION NMR,Protein,37,,4211.12,,,,,,,,
1RFL,SOLUTION NMR,Protein,172,,18723.35,,,,,,,2007,
5A3J,X-RAY DIFFRACTION,Protein,3948,2.78,417281.06,,,2.49,50.6,"0.2 M AMMONIUM TARTRATE PH 7.2, 20% PEG3350",,2017,
4KWG,X-RAY DIFFRACTION,Protein,3952,2.1,433334.78,sitting drop,300,2.1,41.3,"100 mM ACES, 100 mm guanidine-HCl, 10 mm MgCl2, and 14-19% PEG 6000, pH 6.4, sitting drop, temperature 300K",6.4,2014,
4YHP,X-RAY DIFFRACTION,Protein,1808,2.53,195171.11,"VAPOR DIFFUSION, HANGING DROP",292,4.29,71.34,"22% PEG 3350, 8% Tacsimate (pH8.0), 3% Xylitol",8,2016,
2ZVW,X-RAY DIFFRACTION,Protein,2376,2.5,265583.31,"VAPOR DIFFUSION, HANGING DROP",293,3.65,66.31,"100mM citric acid, 1.8M ammonium salfate, pH 4.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K",4.5,2009,
1EU2,SOLUTION NMR,DNA,16,,4787.16,,,,,,,2000,
4KO8,X-RAY DIFFRACTION,Protein,978,1.98,110219.63,"VAPOR DIFFUSION, HANGING DROP",288,2.9,57.65,"100mM citrate buffer pH 5.6, 6% benzamidine, 7% PEG3350, and 20% glycerol, VAPOR DIFFUSION, HANGING DROP, temperature 288K",5.6,2013,
1A66,SOLUTION NMR,Protein#DNA,202,,27328.72,,,,,,,1998,
3SSI,X-RAY DIFFRACTION,Protein,113,2.3,11494.93,,,2.4,49,pH 7.0,7,,
1SEI,X-RAY DIFFRACTION,Protein,260,1.9,29306.33,,,2.33,47.3,,,1996,
1BF5,X-RAY DIFFRACTION,Protein#DNA,611,2.9,77688.49,"VAPOR DIFFUSION, HANGING DROP",277,3.31,62.82,"pH 5.00, VAPOR DIFFUSION, HANGING DROP, temperature 277.00K",5,1998,
4BWT,X-RAY DIFFRACTION,Protein,246,1.76,27227.81,,,3.16,62,"3.0 - 3.2 M AMMONIUM SULPHATE, 50 MM POTASSIUM PHOSPHATE PH 6.5",6.5,,
3LPR,X-RAY DIFFRACTION,Protein,203,2.15,20395.43,,,2.51,50.96,,,1991,
5JY3,X-RAY DIFFRACTION,Protein,1056,2.4,124789.7,VAPOR DIFFUSION,298,2.4,48.83,,,2016,
2ODP,X-RAY DIFFRACTION,Protein,509,1.9,59253.37,"VAPOR DIFFUSION, HANGING DROP",295,2.82,56.35,"20% PEG 10000, 0.1M HEPES, 0.3M glycyl-glycyl-glycine, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 295K",7.5,2007,
5EBX,X-RAY DIFFRACTION,Protein,62,2,6949.78,,,1.79,31.39,,,1989,
1LI1,X-RAY DIFFRACTION,Protein,1372,1.9,152187.98,"VAPOR DIFFUSION, SITTING DROP",293,3.47,64.57,"MES, sodium acetate, pH 7.1, VAPOR DIFFUSION, SITTING DROP, temperature 293K",7.1,2002,
1R6R,SOLUTION NMR,Protein,200,,23584.57,,,,,,,2004,
4FT8,X-RAY DIFFRACTION,Protein,418,1.97,49107.58,"VAPOR DIFFUSION, HANGING DROP",293,2.66,53.72,"A CAP-DNA complex was screened by hanging-drop vapor diffusion with Hampton Research Crystal Screens and pregreased VDX plates. Optimization of Crystal Screen 2 condition #25 yielded ruby-red colored crystals appearing within 3 days at 20 C in 0.01 M CoCl2.6H2O, 0.1 M MES monohydrate pH 6.5 and 2.5 M (NH4)2SO4. The crystallization process yielded crystals containing only CAP protein without DNA, VAPOR DIFFUSION, HANGING DROP, temperature 293K",6.5,2014,
2AJM,SOLUTION NMR,Protein,28,,3204.79,,,,,,,2006,
3G20,X-RAY DIFFRACTION,Protein,246,1.78,28122.19,"VAPOR DIFFUSION, SITTING DROP",298,2.02,39.25,"1.0M Na citrate, 0.1M CHES pH 9.5, VAPOR DIFFUSION, SITTING DROP, temperature 298K",9.5,2009,
3SLF,X-RAY DIFFRACTION,Protein,536,2.05,62624.02,"VAPOR DIFFUSION, HANGING DROP",293,2.21,44.45,"0.1M HEPES, 17% w/v PEG3350, 0.1M MgCl2, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 293K",7.5,,
4TL3,X-RAY DIFFRACTION,Protein,452,2.3,78901.58,LIPIDIC CUBIC PHASE,293,3.08,60.06,"MPD, pH 5.6, magnesium chloride",5.6,,
4PDV,X-RAY DIFFRACTION,Protein,194,1.82,22662.61,"VAPOR DIFFUSION, SITTING DROP",293,2.41,48.94,"65%MPD, 100mM KCl, 100mM MES, 4mM n-Decyl-beta-D-Maltoside",6,,
3M3L,X-RAY DIFFRACTION,Protein,774,1.85,88079.27,"VAPOR DIFFUSION, HANGING DROP",277,2.56,51.9,"14-15% PEG 8000, 0.1 M sodium cacodylate, 0.1-0.15 M zinc acetate, 0.25 M ammonium sulfate, pH 6.5, VAPOR DIFFUSION, HANGING DROP, temperature 277K",6.5,2010,
2ZGX,X-RAY DIFFRACTION,Protein,306,1.8,35674.6,"VAPOR DIFFUSION, HANGING DROP",277,2.54,51.52,"Phosphate Buffer, Sodium Chloride, PEG 8000, pH 7.5, VAPOR DIFFUSION, HANGING DROP, temperature 277K",7.5,2009,
3S5A,X-RAY DIFFRACTION,Protein#DNA,232,1.7,32357.66,"VAPOR DIFFUSION, HANGING DROP",277,2.87,57.18,"12% PEG 8000, 100mM sodium chloride, 50mM Magnesium chloride, 100mM cacodylate, pH 6.1, VAPOR DIFFUSION, HANGING DROP, temperature 277K",6.1,2012,
 UNKNOWN FUNCTION,2IOJ,X-RAY DIFFRACTION,Protein,278,2.15,31028.57,"VAPOR DIFFUSION, HANGING DROP",294,2.03,39.42,"0.1 M Bis-Tris, pH 6.5, 28% PEG, MME 2000, VAPOR DIFFUSION, HANGING DROP, temperature 294K",6.5,,
1KBY,X-RAY DIFFRACTION,Protein,848,2.5,102176.02,"VAPOR DIFFUSION, SITTING DROP",298,,,"LDAO, Potassium phosphate, heptano-1,2,3-triol, dioxane, pH 7.4, VAPOR DIFFUSION, SITTING DROP, temperature 25K",7.4,2002,
4YOW,X-RAY DIFFRACTION,Protein#DNA,720,2.5,84595.79,"VAPOR DIFFUSION, SITTING DROP",293,2.79,55.92,"MES, PEG6000, LiCl",5.6,2015,
1WG7,SOLUTION NMR,Protein,150,,16706.74,,,,,,,,
6EV6,X-RAY DIFFRACTION,Protein,508,1.1,57535.03,"VAPOR DIFFUSION, SITTING DROP",277,2.38,48.38,"0.2 M potassium thiocyanate, Bis-Tris propane pH 6.5, 20% w/v PEG 3350",,2017,
2YVX,X-RAY DIFFRACTION,Protein,1892,3.5,210403.36,"VAPOR DIFFUSION, SITTING DROP",293,3.64,66.23,"2-methyl-2,4-pentanediol (MPD), 40mM magnesium acetate, 100mM MES, pH 6.0, VAPOR DIFFUSION, SITTING DROP, temperature 293K",6,2007,
1I20,X-RAY DIFFRACTION,Protein,130,1.9,14764.7,"VAPOR DIFFUSION, HANGING DROP",277,1.98,37.97,"PHOSPHATE, SODIUM CHLORIDE, CALCIUM CHLORIDE, pH 6.00, VAPOR DIFFUSION, HANGING DROP, temperature 277.0K",6,1998,
1D81,X-RAY DIFFRACTION,DNA,24,2.5,7344.81,"VAPOR DIFFUSION, SITTING DROP",277,2.3,46.56,"pH 6.50, VAPOR DIFFUSION, SITTING DROP, temperature 277.00K",6.5,1992,
 STRUCTURAL PROTEIN,2HSQ,X-RAY DIFFRACTION,Protein,289,3.97,32526.44,,,5.37,77.1,,,2006,
5EA0,X-RAY DIFFRACTION,Protein,459,2,49355.16,"VAPOR DIFFUSION, SITTING DROP",293,2.35,47.56,"Drop composed of Fab at 20 mg/ml mixed with 25 mM citric acid pH 3.5, 8% PEG 3350; over a reservoir of 24% PEG 3350",3.5,2016,
5LOQ,X-RAY DIFFRACTION,Protein,1250,1.69,147887.97,"VAPOR DIFFUSION, SITTING DROP",295.15,2.62,53.13,"0.1 M BICINE pH 9.0, 10% w/v PEG 6000",9,2016,
 UNKNOWN FUNCTION,2I5T,X-RAY DIFFRACTION,Protein,376,2.01,42346.3,"VAPOR DIFFUSION, HANGING DROP",293,2.2,42.5,"PROTEIN SOLUTION (10 MG/ML PROTEIN, 0.050 M SODIUM CHLORIDE, 0.003 M SODIUM AZIDE, 0.0003 M TCEP, 0.005 M BISTRIS PH 7.0) MIXED IN A 1:1 RATIO WITH THE WELL SOLUTION (28% PEG 2K, 0.20 M POTASSIUM GLUTAMATE, 0.1 M MES/ACETATE PH 5.5) CRYOPROTECTED WITH 10% ETHYLENE GLYCOL IN WELL SOLUTION, VAPOR DIFFUSION, HANGING DROP, temperature 293K",,2008,
3F6E,X-RAY DIFFRACTION,Protein,525,1.34,56626,"VAPOR DIFFUSION, HANGING DROP",298,2.38,48.31,"100 mM Tris-HCl pH 8.5, 150 mM CaCl2, 0.5% v/v MPD (2-methyl-2,4-pentanediol), 22% v/v PEG 400, VAPOR DIFFUSION, HANGING DROP, temperature 298K",8.5,2009,
3GUR,X-RAY DIFFRACTION,Protein,868,2.5,104467.85,"VAPOR DIFFUSION, HANGING DROP",298,2.37,48.03,"16% PEG 8000, 200mM NaCl, 100mM MES , pH 6.0, VAPOR DIFFUSION, HANGING DROP, temperature 298K",6,2009,
3WE8,X-RAY DIFFRACTION,Protein,273,1.95,31898.05,"VAPOR DIFFUSION, HANGING DROP",277,3.56,65.47,"100mM Bis-Tris Propan, 200mM Li-sulphate, 12% PEG 3350, 10% EG, pH 7, VAPOR DIFFUSION, HANGING DROP, temperature 277K",7,2013,
2KCO,SOLUTION NMR,Protein,133,,14685.97,,,,,,,,
3O6C,X-RAY DIFFRACTION,Protein,260,1.87,29658.7,"VAPOR DIFFUSION, SITTING DROP",289,2.73,55.02,"0.056 M sodium phosphate, 1.344 di-potassium phosphate, pH 8, VAPOR DIFFUSION, SITTING DROP, temperature 289K",8,,
1RD5,X-RAY DIFFRACTION,Protein,524,2.02,56263.22,"VAPOR DIFFUSION, HANGING DROP",293,2.64,53.45,"Malonate, pH 7.3, VAPOR DIFFUSION, HANGING DROP, temperature 293K",7.3,2005,
2FZ0,SOLUTION NMR,Protein,149,,17014.38,,,,,,,2006,
1MP9,X-RAY DIFFRACTION,Protein,396,2,44996.66,"VAPOR DIFFUSION, SITTING DROP",293,2.51,50.98,"lithium sulfate, ammonium sulfate, citrate, 2-propanol, glycerol, pH 5.6, VAPOR DIFFUSION, SITTING DROP, temperature 293K",5.6,2004,
2KW8,SOLUTION NMR,Protein,158,,17110.39,,,,,,,2010,
3QBT,X-RAY DIFFRACTION,Protein,1256,2,148644.94,"VAPOR DIFFUSION, HANGING DROP",293,2.58,52.37,"20% (w/v) PEG 4000, 20% (v/v) glycerol, 0.16 M ammonium sulphate, 0.1 M sodium acetate, pH 4.6, vapor diffusion, hanging drop, temperature 293K",4.6,2011,
2E8I,X-RAY DIFFRACTION,Protein,392,1.45,43940.6,"VAPOR DIFFUSION, SITTING DROP",283,3.55,65.36,"ammonium sulfate, lithium sulfate, glycerol, pH 6.5, VAPOR DIFFUSION, SITTING DROP, temperature 283K",6.5,2009,
5BYC,X-RAY DIFFRACTION,Protein,660,1.95,70527.99,"VAPOR DIFFUSION, HANGING DROP",277,2.41,49.05,"0.1M sodium HEPES, 10% isopropanol, 20% PEG 4000, 0.1M ammonium sulfate",7.5,,
1X39,X-RAY DIFFRACTION,Protein,602,1.8,68725.47,"VAPOR DIFFUSION, HANGING DROP",277,3.54,65.26,"AMMONIUM SULPHATE, PEG 400, SODIUM ACETATE, HEPES-NAOH, pH 7.0, VAPOR DIFFUSION, HANGING DROP, temperature 277K",7,2005,
3RZP,X-RAY DIFFRACTION,Protein,1160,2,134033.95,"VAPOR DIFFUSION, SITTING DROP",289,2.04,39.6,"0.2 M Sodium acetate, 0.1 M Tris pH 8.5, VAPOR DIFFUSION, SITTING DROP, temperature 289K",8.5,,
4R82,X-RAY DIFFRACTION,Protein,370,1.66,44614.41,"VAPOR DIFFUSION, SITTING DROP",293,2.32,46.9,"0.2M calcium acetate, 0.1M MES:NaCl, 20% (w/v) PEG8000, pH 6.0, VAPOR DIFFUSION, SITTING DROP, temperature 293K",6,2016,
5QC6,X-RAY DIFFRACTION,Protein,446,2.1,50518.77,"VAPOR DIFFUSION, SITTING DROP",293,2.25,45.35,"100MM SODIUM ACETATE PH 4.5, 200MM AMMONIUM ACETATE, 25% PEG 8000. PROTEIN CONCENTRATION 7 MG/ML, VAPOR DIFFUSION, SITTING DROP, TEMPERATURE 293K",4.5,,
5AMI,X-RAY DIFFRACTION,Protein,375,1.75,41823.41,,,1.8,30,"100 MM SODIUM ACETATE PH 4.6, 20 %(W/V) PEG 6000",,2015,
1CLX,X-RAY DIFFRACTION,Protein,1388,1.8,154002.22,,,2.29,46,pH 7.0,7,1996,
3CGD,X-RAY DIFFRACTION,Protein,960,2.25,111588.68,"VAPOR DIFFUSION, SITTING DROP",288,3.06,59.75,"16-26% 2-methyl-2,4-pentanediol, 0.2 M magnesium acetate, 0.1 M sodium cacodylate, pH 6.5, and 2 mM NAD(P)+. Crystal soaked in NADH prior to data collection., VAPOR DIFFUSION, SITTING DROP, temperature 288K",6.5,2008,
3G3P,X-RAY DIFFRACTION,Protein,180,1.48,21029.18,VAPOR DIFFUSION,300,1.81,32.06,"0.1 M bis-tris, 0.2 M MgCl2, 13% PEG 3350, pH 5.5, VAPOR DIFFUSION, temperature 300K",5.5,,
3MMP,X-RAY DIFFRACTION,Protein,2534,2.5,279836.81,"VAPOR DIFFUSION, SITTING DROP",277,3.24,62.01,"0.2M KCL, 0.05M Hepes pH 7.5, 27%-30% v/v pentaerythritol propoxylate (5/4 PO/OH), VAPOR DIFFUSION, SITTING DROP, temperature 277K",7.5,2010,
4EYB,X-RAY DIFFRACTION,Protein,540,1.16,58220.8,,298,1.83,32.74,"0.2M MgCl2, 25% PEG3350, 0.1M bis-tris, pH 5.5, VAPOR DIFFUSION, SITTING DROP, temperature 298K",5.5,2012,
